business_id,mpxn,timestamp,total_consumption,boiler,oven,cooling_freezer,electric_radiator
1,9876543210,2023-07-01 00:00:00,8.563208362305728,5.023635184659436,3.0875313019468864,0.24734366783552403,0.21322729985821037
1,9876543210,2023-07-01 00:30:00,7.241199103184824,4.247487813175551,2.609902150264495,0.20469820786388196,0.17911093188089672
1,9876543210,2023-07-01 01:00:00,10.644306808921861,6.2432953398484,3.8295623054534587,0.30704731179582295,0.26440185182418086
1,9876543210,2023-07-01 01:30:00,11.156052328581566,6.541813559649894,4.017202329328684,0.31557640379015134,0.2814600358128377
1,9876543210,2023-07-01 02:00:00,11.863966964110825,6.951209975377658,4.273075089158536,0.3411636797731366,0.2985182198014945
1,9876543210,2023-07-01 02:30:00,14.098589066624871,8.264690142504234,5.074809736625407,0.4008673237334355,0.35822186376179344
1,9876543210,2023-07-01 03:00:00,14.37152001044338,8.426742890396474,5.1771588405573485,0.4093964157277639,0.35822186376179344
1,9876543210,2023-07-01 03:30:00,12.026019712003064,7.053559079309599,4.332778733118835,0.3411636797731366,0.2985182198014945
1,9876543210,2023-07-01 04:00:00,7.369135483099751,4.324249641124506,2.652547610236137,0.21322729985821037,0.18764002387522513
1,9876543210,2023-07-01 04:30:00,9.228477537863345,5.4074443244042145,3.3263458777880817,0.26440185182418086,0.23028548384686723
1,9876543210,2023-07-01 05:00:00,5.902131660075263,3.4628113496973363,2.1237439065877757,0.1705818398865683,0.14499456390358306
1,9876543210,2023-07-01 05:30:00,10.337259497126038,6.064184407967503,3.718684109527189,0.2985182198014945,0.2558727598298524
1,9876543210,2023-07-01 06:00:00,13.638018098931136,7.991759198685724,4.912756988733167,0.3923382317391071,0.3411636797731366
1,9876543210,2023-07-01 06:30:00,5.458618876370186,3.1984094978731554,1.9616911586955352,0.15352365589791148,0.13646547190925465
1,9876543210,2023-07-01 07:00:00,10.669894084904847,6.251824431842728,3.846620489442115,0.30704731179582295,0.26440185182418086
1,9876543210,2023-07-01 07:30:00,7.488542771020348,4.392482377079134,2.6951930702077793,0.21322729985821037,0.18764002387522513
1,9876543210,2023-07-01 08:00:00,13.535668994999194,7.932055554725427,4.878640620755853,0.3838091397447787,0.3411636797731366
1,9876543210,2023-07-01 08:30:00,13.518610811010538,7.923526462731097,4.870111528761525,0.3838091397447787,0.3411636797731366
1,9876543210,2023-07-01 09:00:00,5.782724372154665,3.386049521748381,2.0810984466161333,0.1620527478922399,0.14499456390358306
1,9876543210,2023-07-01 09:30:00,7.258257287173481,4.256016905169879,2.609902150264495,0.20469820786388196,0.17911093188089672
1,9876543210,2023-07-01 10:00:00,11.881025148099482,6.968268159366315,4.281604181152864,0.3411636797731366,0.2985182198014945
1,9876543210,2023-07-01 11:00:00,41.54520710437371,24.359086735801952,14.96002735805204,1.1855437872116497,1.0405492233080667
1,9876543210,2023-07-01 11:30:00,38.45767580242683,22.54239014101,13.851245398789345,1.0917237752740372,0.9637873953591108
